rl_id,region,region_flag,region_url,league,league_crest,league_url,date_updated,last_updated
1-mfl,NORTH MACEDONIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAAEPElEQVR42rRXTUwTQRTenW5p6daIRFpA0dBooqa9cDFeiVc18YR38GYwHDSBeDKSaCKReBPucDJRr8S7HvQgMUYNqChQahCEEgpt12947XQ6u53ukvhCyEx33nvf+503ZuFzn3FAu4vG8iT/H4guvFB/+XgtmIRor9E9zP8TMfnD6QdGW38wcftrum1TgjooFWjqAIFCNgfbORhAouLRQA6GIqiDUpnYxmv1XPsVI/XECCf+IyAIhwooUghgGPJm4baxM6/GFQx2urnonQ+6rSdBLITLYeKM8xwGwFhk1rcxfq7jhhFL18KH6OZmjdyMTvremm7rJqjoGFChQEW+6hFLfMBP+TGeZeAR8QIzgC6NG6V8w6TGJ8oDLDRJjTM9ozWDiRdQlJxh7ih+GeKuE6Ih4syU6mGZCovqwrO2IUSggXCogCJ3BjNPfpxDRBEvcgyM88xBJZEbZTRVifAixEK4G4oaMoU454yx/tJov1qJOqrUznDLlPDtLqgLpY8cuVjZAgoENoq+zkMKLOFbiFb6mMZD1GkJDWUCROnRgMz35/t89jFk+olhngcQmp2u+rxcNovFluMlXmK/Q45lGYxRC04Ocg+hiH5NBujgAQCJLkLdAYBWJkrRnp3kzXwss3/QhMLZZ/buUqxrJARASj37BbTyuI+Xa7ZSwD5bLQLRMeCsPsqferjBbEf8Xs6bP+62dd6xc7Pm1hu/lyscCfeHk3xhitteaVbU5TjK7Uo9K7YiUt231o9eLii8m3OR5aftPHb1fgVFoDvOdbckKg3Fb5XR0ViDTki+/PPciaZKHqmWLNtp59j1qt2JYCGzjIBEOuBCFnMadGQHn4AmljYOQZZm0KHSoEihx5TzlSBWQ8ba+lkk5WLMsq237O+7mgEIELONaKoWO43nLNgq1NBdjbxu2i0gLjEQ2pxrjV/ac+VQa/dIaG22IlMYRjmeq2+b1NJimRr0wGUPNpQ9VfXS/WL83HbXyDYVGkpsZSK+/Snec8+ivoCyDzpDBgAEg8Q1IsYSs1Qyi/uxdOGgNiOOFXZCIXnM8HNdBAZEUHBHYgHRuM7kHkPTHAhXptzG0KtoQgXL+iu/sJifORz6YC5EQx+0Kh1PpKeSpzhGEMEIdgjx84Jg+nZ8dopbSZpoJnHnRDSlLuRSFZMGhEAUBIrLP0DZK+Ns3W3qdVgscl4HEGLUL921gIW5UXPNWY2udHm60D8gI73qwnPigwTxIIR8TCaegwCToZBLZTTIg+9jOjQwWjys5LXnYAlRcv5BkZwSNQ/J9SzT6jSvjqZ3tbLVzBsIPd4LqFb5LYpMx5/oDhZyhepZ4dQ7pmZlRt02HYBgJIKFkMlK4Q7AwCdG9azMHl+HArxBNVtN+KBCeZ1Sd1DLHq7Do9F/Y3WHzCdBBRRBXcMqw4mf44EnzkMDqtg/wzvCydFalP4JMABtaAJIJeYZLAAAAABJRU5ErkJggg==",https://www.flashscore.com/football/north-macedonia/,FIRST LEAGUE - ROUND 25,None,https://www.flashscore.com/football/north-macedonia/1-mfl/,None,2026-02-14T20:52:03.43109+00:00
women-s-fa-cup,ENGLAND,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAMAAABjCgsuAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAOVBMVEX////////zyMvPKDTNICzNICz////zys3PKDTNICzpnqPOJjLNICzPKDTOJjLNICzNICzNICz+/v6GJOUrAAAAAWJLR0QSe7xsAAAAAAd0SU1FB+MDBA0mLoMWM7MAAABlSURBVDjL7ZI5DsAwCATxsfGFr/9/Ng+AInRW5GlHIwE2kcT5EIEYvKNv3OCXgZM8KReg5PQokrwk1cYAt5oUSUHSx1zAmqMrkqKk8NrAXlwUSTBiD8wjmZc2n9X8cAd+vhscEbxtQAqVzXi44wAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAxOS0wMy0wNFQxMzozODo0NiswMDowMO4fR6wAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMTktMDMtMDRUMTM6Mzg6NDYrMDA6MDCfQv8QAAAAAElFTkSuQmCC",https://www.flashscore.com/football/england/,WOMEN’S FA CUP - 1/16-FINALS,None,https://www.flashscore.com/football/england/women-s-fa-cup/,None,2026-02-14T17:28:00.191336+00:00
women-s-league-cup,ENGLAND,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAMAAABjCgsuAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAOVBMVEX////////zyMvPKDTNICzNICz////zys3PKDTNICzpnqPOJjLNICzPKDTOJjLNICzNICzNICz+/v6GJOUrAAAAAWJLR0QSe7xsAAAAAAd0SU1FB+MDBA0mLoMWM7MAAABlSURBVDjL7ZI5DsAwCATxsfGFr/9/Ng+AInRW5GlHIwE2kcT5EIEYvKNv3OCXgZM8KReg5PQokrwk1cYAt5oUSUHSx1zAmqMrkqKk8NrAXlwUSTBiD8wjmZc2n9X8cAd+vhscEbxtQAqVzXi44wAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAxOS0wMy0wNFQxMzozODo0NiswMDowMO4fR6wAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMTktMDMtMDRUMTM6Mzg6NDYrMDA6MDCfQv8QAAAAAElFTkSuQmCC",https://www.flashscore.com/football/england/,WOMEN'S LEAGUE CUP - ROUND 3,None,https://www.flashscore.com/football/england/women-s-league-cup/,None,2026-02-14T17:28:00.191356+00:00
primera-divisio,ANDORRA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAACbklEQVR42uyWz2sTQRTHZ39lf5KWbcFiaVqt6SY9GIuIQrXSg3gQ9VAQihe99ORVL97Ekyf/B0+CaK2n0kNPhVSFxh4qQSmx9UerqTbpbvb3rm8zEEQrNNvu6mEfYXmZect+5r3vvBli+PQ9tGd7Of0MtWneMmXdYfceT6L/zBKgBCgBitrofb7vmnJt/TLDb3heCvyOvhcU+z1uIN9L1T9dhM+TjJrunYURW+/BUwRl/VidhAA2/V7ofkWQVhwls7QM0ARd2Ja2KxO/TsFfoAHHrB/DMXFkKCWuGWyefLzGTJe4G9edxdfO2zJ986u3JAaUJdF/fti1cjS/EYeoIQHa5ihOQ+rCuPl0hhpW/gxzLFn9Mh4iSW1nqFE9BSUDh8J89Z3dz1RbsmwJJMWjYnzb3pqbZyeuuCvlvwWEEHXbGYK9A4INlnJCI4qWtfCk6dvGedM/6Ui85quU4R4NBhmVl9/4nyPWECwaPhO8OaIRPTb+gQ8js/ev2ncHCMklKAOjx7HtQc6eI+4yIbmDQ6vwbA3YWh/WfuRAuGS/8/ANoWYjlYKS+S6HWxFIO76jw6idY8/6REWHGqGcZqJM5nbat3WTGTPqY63GHROQ3jAePniUzQ1klfyQ0s8LHPqGPq5v6o3su/KHrerMmdFCVukHDflRA5G02hR1YerWteWl8vzcIjy3qtuCwAVYCHV1dx4fUeSuDvHQQhOIijxDvFziOlfSvfKRAro0mYdW2ZoCCIpWEarQfDFc7kOWDJaOjypoNubOIIgXxA4+HHMhtvpB3oeggnAHwtt7nygHAxT6iEju1AlQAvSv7KcAAwA+hP1Teh8r7AAAAABJRU5ErkJggg==",https://www.flashscore.com/football/andorra/,PRIMERA DIVISIÓ - ROUND 16,None,https://www.flashscore.com/football/andorra/primera-divisio/,None,2026-02-14T20:52:03.431109+00:00
andorra-cup,ANDORRA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAACbklEQVR42uyWz2sTQRTHZ39lf5KWbcFiaVqt6SY9GIuIQrXSg3gQ9VAQihe99ORVL97Ekyf/B0+CaK2n0kNPhVSFxh4qQSmx9UerqTbpbvb3rm8zEEQrNNvu6mEfYXmZect+5r3vvBli+PQ9tGd7Of0MtWneMmXdYfceT6L/zBKgBCgBitrofb7vmnJt/TLDb3heCvyOvhcU+z1uIN9L1T9dhM+TjJrunYURW+/BUwRl/VidhAA2/V7ofkWQVhwls7QM0ARd2Ja2KxO/TsFfoAHHrB/DMXFkKCWuGWyefLzGTJe4G9edxdfO2zJ986u3JAaUJdF/fti1cjS/EYeoIQHa5ihOQ+rCuPl0hhpW/gxzLFn9Mh4iSW1nqFE9BSUDh8J89Z3dz1RbsmwJJMWjYnzb3pqbZyeuuCvlvwWEEHXbGYK9A4INlnJCI4qWtfCk6dvGedM/6Ui85quU4R4NBhmVl9/4nyPWECwaPhO8OaIRPTb+gQ8js/ev2ncHCMklKAOjx7HtQc6eI+4yIbmDQ6vwbA3YWh/WfuRAuGS/8/ANoWYjlYKS+S6HWxFIO76jw6idY8/6REWHGqGcZqJM5nbat3WTGTPqY63GHROQ3jAePniUzQ1klfyQ0s8LHPqGPq5v6o3su/KHrerMmdFCVukHDflRA5G02hR1YerWteWl8vzcIjy3qtuCwAVYCHV1dx4fUeSuDvHQQhOIijxDvFziOlfSvfKRAro0mYdW2ZoCCIpWEarQfDFc7kOWDJaOjypoNubOIIgXxA4+HHMhtvpB3oeggnAHwtt7nygHAxT6iEju1AlQAvSv7KcAAwA+hP1Teh8r7AAAAABJRU5ErkJggg==",https://www.flashscore.com/football/andorra/,ANDORRA CUP - 1/8-FINALS,None,https://www.flashscore.com/football/andorra/andorra-cup/,None,2026-02-14T20:52:03.431191+00:00
coupe-du-president,BURUNDI,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAEN0RVh0QUxUVGFnAEZvciBtb3JlIGZyZWUgYW5kIHByZW1pdW0gd2ViIHJlc291cmNlcyB2aXNpdCBEcmVhbXN0YWxlLmNvbT/iMwwAAAAidEVYdENvcHlyaWdodABDcmVhdGUgYnkgRHJlYW1zdGFsZS5jb20T04GqAAAATGlUWHREZXNjcmlwdGlvbgAAAAAARm9yIG1vcmUgZnJlZSBhbmQgcHJlbWl1bSB3ZWIgcmVzb3VyY2VzIHZpc2l0IERyZWFtc3RhbGUuY29twO7RtQAAACZpVFh0Q29weXJpZ2h0AAAAAABDcmVhdGUgYnkgRHJlYW1zdGFsZS5jb23hlZfZAAAEGklEQVR42rxYe0hTURjXLZ/DmZgvLEmNEtTMUpOwrDQTK8ookBVWQlbMQtMwrTQksiAfkCMxELSyfySSHtBjlA8qLSkz7aGY+GjNB+ps6TbTfnZq3u3eXbfl/Bjj7Jzv3Ps7v/M73/edmSsUCrN/NtHT25+WMfaqwWy+bMFid+crudahIeoecyogYiOl5UOFRZMymanR2CcccEhO4vDtqJ0MgGDK1k99aRnK1o/zRozauGPbXYMW+VhzLTV6nRbx98WhMW6C7QMxLlfzLby9tHdGJc95X8Zt2qC601Xrv9DLg+ei5WETGsKLihx/2/Srf2CuiHEtEWGp5lZWWkN1fc17a7LF3xu5FrHegHa7UyxTyU1KFTsxJxtFaExryLZ8i3oMJIlCksOc/edWVSyKATHChsIuuXSGAjBEBWsEVWRnbcPXm5uZTcpGpzRPiZ7EzJwyKkMGUcXh8x2zMgBF69zKH4sRNYiDa0mRnsTMAojYseU70/0E9hY8+hBild2eWC0o+jiAj8sfKq59qdI1kQ0QO1VUq/gq7v4pTfcVsLuxEMOsIYaF6lYVsS5536n75yUPqng1jTcUzQ6ObvTwwaIYunH0OSZgeMOjE1gfE4XOI8ofKbc64h52Dw1IGLnERExn2SaDAf1hQrrjWcb+ugt0hjol7c99efjAp3m4Q8sh8+11TGTfJo0YYVBEoRMOhupTnqSvzkO7Pjx1DqK5Qd7IMIz9meuO6gzQljyDXsExLPxrPl1NGEKDOjrMKtu5BETVNY766eo8ug86MTRPgMiWQci+xdEd584EF1TFZm1Svx4N/EQnhuAAt2nClHKTAMKO3Aw7ezHwMBFyoF+YoG54Y4t81IYj8IwgPmjgJzoxBAe4oRNTMJEx3BsTGIltcw+9t/mSWtFYevG9fKUFZ9CO2+lkObl0ib+DF2Go/XW11cTUixW8l1OSrSujieaW8xcfWhbTJutpG+2Z9V2zpA6sTLQ2BYAY00VT17vLtKOeXp0X4LFKTRvVHvS+EtYXsKueDRBwAA0j20jpvKgIPJo+SjpRpTDmeYwCE5AZpiGiGMa9R8UjTUySJgp7YmKtGlvoc23auiVx8d/i4uGAWkX/J+tkCPlIFJJCJEknBhc36g0J1SAKNHwTrLjTUatKlES46NgnxDNmZWFDAT0/agACahRAKIPo8/EyQJE/fmpEaAFipyu5BDQ9baM8oqpq5pSBmMrwnEi3NYzEYBeMvqbhQjxaeRc3DevAAK2hYEef3R7hH4Y7SND6CwjEZAcczA8S0vMOiOk7noqSdIrpPqm/YfpYdS2UDrawj1rpSOAZie83g58VkyrupiO7TESMcVQxX6X/RzH/qSoGQCD2e2KSqf9s0HUANQCBGMhlpLRs3v6OoVP1W4ABAG8tU4VixyLKAAAAAElFTkSuQmCC",https://www.flashscore.com/football/burundi/,COUPE DU PRESIDENT - SEMI-FINALS,None,https://www.flashscore.com/football/burundi/coupe-du-president/,None,2026-02-15T05:31:58.813195+00:00
elite-one,CAMEROON,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAA0klEQVR42mKUrE5mIBrovvnScegWAylAdy0jSeqZGAYZGHXQqINGHTTqoFEH0cRBbGIgRBXAQhVTuLVB5K9XgyaE+MwYgWiAQwgYR4KOjDAHgUjxcCj3/f7/ZIcW+Q4CWvn363+xMEZmbqiIWBhQhOHVqv+UxB1FaejNFoYvV/7LlzNCUjTQHQ87//94MKBp6PdrRP4CMoDcAU7UwNQDjCZgwAARkAFJTAOZ7YEJ6E4JNNEAGQPvIGAyQk7myNzRqmPUQaMOGnXQqINGHUQXABBgAAWLP3yblW9QAAAAAElFTkSuQmCC",https://www.flashscore.com/football/cameroon/,ELITE ONE - ROUND 2,None,https://www.flashscore.com/football/cameroon/elite-one/,None,2026-02-15T05:41:19.422113+00:00
slovenian-cup,SLOVENIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAABZ0lEQVR42mL89esXw2ACTAyDDIw6aMg5iIUYRUfOPL1w7bUk/57Dl0wMVa8/f6eioijvYa/Iw8U6ACF0urK3pvfomu23+Fh2XLj2ivH3wYtXb09ZdKEyon9gooxJQwPCaF2SVh0z6/Al4+fvRIBc8V8fBizK4GDb2dzbT35C2BKi3AOZqHm42STFuKvzPA21xYEMoAijlDRNQmjB2qv4Vcifu8zAoFSdbWmkLQZ0VkeZHVAwOGvji9evCeolAzBaBS/Br0L36wNZHyegg5AFz199uSGvZ4+gwQBE2StWAT2md5jiX5g5BiYNvWQTuLH9GDBIUMqCNQfuc0gMWKI+ziB1cuLSL1+h7YIzaw7cPHoF6NABy/ZAu3e9+PA/uU3D0/rZhZuHb3y8zKcxkFUHxE1L/ggorbp0j1OCgVtwsFSuINeMNj9GHYSWqKPeHxtUDmJ8Z2gwGmWjDhp10KiDRh00mB0EEGAA3fF1fSWToHMAAAAASUVORK5CYII=",https://www.flashscore.com/football/slovenia/,SLOVENIAN CUP - 1/8-FINALS,None,https://www.flashscore.com/football/slovenia/slovenian-cup/,None,2026-02-14T20:04:06.608171+00:00
kosovar-cup,KOSOVO,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAACwklEQVR42mJUCJzPMJgAE8MgA8POQTJiPMhcPm62AXAQsiO6c23gbDczuRBHFQodxyygGUCSBi1FoYwg3d2nHgEZk4rtLbQlLHQkrj94F+2uDhS3N5QWFeS8cOs1Oxsz0K1bjtynSQgB/QoJiYJwg629fsBgAJKfvv66dv8dUBBIAtGElReAIQdUuXb/HWBQXVwcBSGB7oZrp04IJflo1SaZGaqJGqqLzlh/GRgkwDComXn8/K3XYgKczfNPcbAyX3vwDmjxofNPgQpkRHk2H70P5IoCZeedApIt6ZZA7fZG0ievvgB6g1IHAS0GRgfQ912LzwLZbz58B7qGj4ftyasvQHeAwukBKJxef/h+9+lHCAnkAl0JVAaMuF2nHvnaKipL809ceeHE1RfUSUPKMvxA04FuAtoNtO/n779A1yArkBb49PkHO7IIUCVcmawYz8RVF4ARB3E6fsBISUkNdIe//nUn9XtAhtukBDQ3kQdIzmVooND5mIbEa3aWv0oi7xVF3vNy/Lr/VnDACkZgkGy8qAlhA8Mpy/7kpPAtA1ZS83L8LHc/BERo4mvSlg+Mg4DpJtb8AqY4MAaBQQV0LnnGkpOogZYF6F8HukZK4BMeZTpNeWQ4iIUk1UCvozHwJC9gqnr2kffGC1EaOggYHUBriAxFSAIHumzfTaXqja40SUOdO+3IiN/TD2Rolag//WB/9oGPVDftvalEKwcBwz9xURBJWmo2upJUgpOc7Z9+4Ft80oDIcAKmntMPpWleDgFTUt4qb2LcBMxiT0mMYjILRqBNwNoUM0sDRSARBAzFxEXB8IqFVtkeDQDtAxYEkLQFjJoNF7SAcQSsTDQk3pCRH6nT/NiZtwDIcJ+U8JT03Ef92h7uCGq5hlIHmSo8hcQXFTuKFDXQgE55+4U7b5XPYOm5Ah0EzE2jfXv6AoAAAwD6wDXES25WnwAAAABJRU5ErkJggg==",https://www.flashscore.com/football/kosovo/,KOSOVAR CUP - 1/16-FINALS,None,https://www.flashscore.com/football/kosovo/kosovar-cup/,14.02.2026,2026-02-14T19:50:48.596983+00:00
liga-e-pare,KOSOVO,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAACwklEQVR42mJUCJzPMJgAE8MgA8POQTJiPMhcPm62AXAQsiO6c23gbDczuRBHFQodxyygGUCSBi1FoYwg3d2nHgEZk4rtLbQlLHQkrj94F+2uDhS3N5QWFeS8cOs1Oxsz0K1bjtynSQgB/QoJiYJwg629fsBgAJKfvv66dv8dUBBIAtGElReAIQdUuXb/HWBQXVwcBSGB7oZrp04IJflo1SaZGaqJGqqLzlh/GRgkwDComXn8/K3XYgKczfNPcbAyX3vwDmjxofNPgQpkRHk2H70P5IoCZeedApIt6ZZA7fZG0ievvgB6g1IHAS0GRgfQ912LzwLZbz58B7qGj4ftyasvQHeAwukBKJxef/h+9+lHCAnkAl0JVAaMuF2nHvnaKipL809ceeHE1RfUSUPKMvxA04FuAtoNtO/n779A1yArkBb49PkHO7IIUCVcmawYz8RVF4ARB3E6fsBISUkNdIe//nUn9XtAhtukBDQ3kQdIzmVooND5mIbEa3aWv0oi7xVF3vNy/Lr/VnDACkZgkGy8qAlhA8Mpy/7kpPAtA1ZS83L8LHc/BERo4mvSlg+Mg4DpJtb8AqY4MAaBQQV0LnnGkpOogZYF6F8HukZK4BMeZTpNeWQ4iIUk1UCvozHwJC9gqnr2kffGC1EaOggYHUBriAxFSAIHumzfTaXqja40SUOdO+3IiN/TD2Rolag//WB/9oGPVDftvalEKwcBwz9xURBJWmo2upJUgpOc7Z9+4Ft80oDIcAKmntMPpWleDgFTUt4qb2LcBMxiT0mMYjILRqBNwNoUM0sDRSARBAzFxEXB8IqFVtkeDQDtAxYEkLQFjJoNF7SAcQSsTDQk3pCRH6nT/NiZtwDIcJ+U8JT03Ef92h7uCGq5hlIHmSo8hcQXFTuKFDXQgE55+4U7b5XPYOm5Ah0EzE2jfXv6AoAAAwD6wDXES25WnwAAAABJRU5ErkJggg==",https://www.flashscore.com/football/kosovo/,LIGA E PARE - ROUND 18,None,https://www.flashscore.com/football/kosovo/liga-e-pare/,14.02.2026,2026-02-14T19:50:48.597002+00:00
oberliga-nofv-nord,GERMANY,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAUUlEQVR42uzVMQ0AIBAEwX9CQ0FCvsQCVHjCBz4xgwyu2FUwyRXnEWFKJRMLECBAgH6Xd21SIL9zMRkgQIAASV9HP64FKoPJAAECBEga9AQYABZbAwULEvYnAAAAAElFTkSuQmCC",https://www.flashscore.com/football/germany/,OBERLIGA NOFV-NORD - ROUND 13,None,https://www.flashscore.com/football/germany/oberliga-nofv-nord/,None,2026-02-14T20:04:06.608287+00:00
3rd-division,DENMARK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAfElEQVR42mK8oGXHQAQQzYgDIjj325mLD1KKGWgAmBgGGRh10KiDRh006qBRB406iETAglxl4gHcJvrIXFYpCSI1kgoYf/36NRplow6iKFED237EqAOmYlYpcTj37+cvP2/epUmiHm3Cjjpo1EGjDhp10KiDRh1EXQAQYACABhyOckaeMwAAAABJRU5ErkJggg==",https://www.flashscore.com/football/denmark/,3RD DIVISION - ROUND 16,None,https://www.flashscore.com/football/denmark/3rd-division/,None,2026-02-14T20:22:41.845081+00:00
2nd-division,DENMARK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAfElEQVR42mK8oGXHQAQQzYgDIjj325mLD1KKGWgAmBgGGRh10KiDRh006qBRB406iETAglxl4gHcJvrIXFYpCSI1kgoYf/36NRplow6iKFED237EqAOmYlYpcTj37+cvP2/epUmiHm3Cjjpo1EGjDhp10KiDRh1EXQAQYACABhyOckaeMwAAAABJRU5ErkJggg==",https://www.flashscore.com/football/denmark/,2ND DIVISION,None,https://www.flashscore.com/football/denmark/2nd-division/,None,2026-02-14T20:22:41.845144+00:00
